хранится,"['intr', 'pres']"
размещаются,"['intr', 'pres']"
насчитывает,"['tran', 'pres']"
экспонируются,"['intr', 'pres']"
принадлежат,"['intr', 'pres']"
удостаивалась,"['intr', 'past']"
видели,"['tran', 'past']"
выполняла,"['tran', 'past']"
встречают,"['tran', 'pres']"
перевели,"['tran', 'past']"
продолжают,"['tran', 'pres']"
останавливаются,"['intr', 'pres']"
протянулась,"['intr', 'past']"
вела,"['tran', 'past']"
происходило,"['intr', 'past']"
отмечалось,"['intr', 'past']"
работал,"['intr', 'past']"
выступали,"['intr', 'past']"
открылся,"['intr', 'past']"
вытеснило,"['tran', 'past']"
открывался,"['intr', 'past']"
изумлял,"['tran', 'past']"
восхищал,"['tran', 'past']"
приезжал,"['intr', 'past']"
декорировал,"['tran', 'past']"
представляют,"['tran', 'pres']"
вошёл,"['intr', 'past']"
бывали,"['intr', 'past']"
читал,"['tran', 'past']"
купил,"['tran', 'past']"
относится,"['intr', 'pres']"
завещал,"['tran', 'past']"
состояла,"['intr', 'past']"
сбили,"['tran', 'past']"
встал,"['intr', 'past']"
приветствовал,"['tran', 'past']"
кацебу,"['tran', 'futr']"
нашёл,"['tran', 'past']"
упирается,"['intr', 'pres']"
окрестили,"['tran', 'past']"
примет,"['tran', 'futr']"
отделяется,"['intr', 'pres']"
именовалась,"['intr', 'past']"
обозначалась,"['intr', 'past']"
употреблялось,"['intr', 'past']"
прибыло,"['intr', 'past']"
догадывался,"['intr', 'past']"
выдавало,"['tran', 'past']"
попытался,"['intr', 'past']"
прояснилась,"['intr', 'past']"
упал,"['intr', 'past']"
умолял,"['tran', 'past']"
скупил,"['tran', 'past']"
приглашал,"['tran', 'past']"
привезли,"['tran', 'past']"
свидетельствует,"['tran', 'pres']"
предоставила,"['tran', 'past']"
переехал,"['tran', 'past']"
помещался,"['intr', 'past']"
сравните,"['tran', 'futr']"
прорезают,"['tran', 'pres']"
жил,"['intr', 'past']"
проводил,"['tran', 'past']"
обтянули,"['tran', 'past']"
расписали,"['tran', 'past']"
украшало,"['tran', 'past']"
соответствовали,"['intr', 'past']"
наносили,"['tran', 'past']"
оседал,"['intr', 'past']"
случилось,"['intr', 'past']"
заменил,"['tran', 'past']"
разбили,"['tran', 'past']"
обнесли,"['tran', 'past']"
демонстрируется,"['intr', 'pres']"
дают,"['tran', 'pres']"
переименовывали,"['tran', 'past']"
вымарывалось,"['intr', 'past']"
упростили,"['tran', 'past']"
выделялось,"['intr', 'past']"
приобрело,"['tran', 'past']"
осталась,"['intr', 'past']"
представляла,"['tran', 'past']"
возвышалась,"['intr', 'past']"
вытекали,"['intr', 'past']"
прорыли,"['tran', 'past']"
имелся,"['intr', 'past']"
проводили,"['tran', 'past']"
сопровождались,"['intr', 'past']"
назывались,"['intr', 'past']"
перестроили,"['tran', 'past']"
содержали,"['tran', 'past']"
числился,"['intr', 'past']"
проводилась,"['intr', 'past']"
зверей,"['intr', None]"
поселился,"['intr', 'past']"
повелела,"['intr', 'past']"
составил,"['tran', 'past']"
посадили,"['tran', 'past']"
приказала,"['tran', 'past']"
превратился,"['intr', 'past']"
размещались,"['intr', 'past']"
разрушило,"['tran', 'past']"
переносилась,"['intr', 'past']"
оседала,"['intr', 'past']"
создал,"['tran', 'past']"
перенесли,"['tran', 'past']"
изобрёл,"['tran', 'past']"
посещал,"['tran', 'past']"
владела,"['intr', 'past']"
сделали,"['tran', 'past']"
заложили,"['tran', 'past']"
переходило,"['intr', 'past']"
разместился,"['intr', 'past']"
располагалось,"['intr', 'past']"
именовались,"['intr', 'past']"
являлись,"['intr', 'past']"
отмечались,"['intr', 'past']"
состоялся,"['intr', 'past']"
устраивали,"['tran', 'past']"
писала,"['tran', 'past']"
устраиваются,"['intr', 'pres']"
завелись,"['intr', 'past']"
принадлежит,"['intr', 'pres']"
строятся,"['intr', 'pres']"
водружаются,"['intr', 'pres']"
воздвигается,"['intr', 'pres']"
помещаются,"['intr', 'pres']"
посылаются,"['intr', 'pres']"
устраивается,"['intr', 'pres']"
предлагает,"['tran', 'pres']"
теснятся,"['intr', 'pres']"
ждут,"['tran', 'pres']"
разыгрывается,"['intr', 'pres']"
прекратились,"['intr', 'past']"
проводились,"['intr', 'past']"
увенчалась,"['intr', 'past']"
провели,"['tran', 'past']"
проиграла,"['tran', 'past']"
предпринимались,"['intr', 'past']"
предлагали,"['tran', 'past']"
состоялись,"['intr', 'past']"
появлялись,"['intr', 'past']"
поспешили,"['intr', 'past']"
погибло,"['intr', 'past']"
переименовали,"['tran', 'past']"
использовались,"['intr', 'past']"
говорится,"['intr', 'pres']"
высадили,"['tran', 'past']"
выращивались,"['intr', 'past']"
вернули,"['tran', 'past']"
возводилось,"['intr', 'past']"
возвышается,"['intr', 'pres']"
проложил,"['tran', 'past']"
занимала,"['tran', 'past']"
простиралась,"['intr', 'past']"
возвёл,"['tran', 'past']"
решала,"['tran', 'past']"
хотелось,"['intr', 'past']"
приходили,"['intr', 'past']"
напоминала,"['tran', 'past']"
остановилось,"['intr', 'past']"
возобновилась,"['intr', 'past']"
предполагалось,"['intr', 'past']"
предусматривал,"['tran', 'past']"
заключалось,"['intr', 'past']"
явилось,"['intr', 'past']"
выходят,"['intr', 'pres']"
представляли,"['tran', 'past']"
превратили,"['tran', 'past']"
просуществовали,"['intr', 'past']"
заняло,"['tran', 'past']"
